Date (MM/DD/YYYY),Time (HH:mm:ss),fDOM RFU,Turbidity FNU
8/3/2022,10:17:57,14.12,2.18
8/3/2022,10:17:58,14.11,2.19
8/3/2022,10:17:59,14.11,2.18
8/3/2022,10:18:00,14.12,2.17
8/3/2022,10:18:01,14.12,2.17
8/3/2022,10:18:02,14.12,2.17
8/3/2022,10:18:03,14.13,2.17
8/3/2022,10:18:04,14.14,2.18
8/3/2022,10:18:05,14.13,2.18
8/3/2022,10:18:06,14.13,2.19
8/3/2022,10:18:07,14.13,2.19
8/3/2022,10:18:08,14.14,2.19
8/3/2022,10:18:09,14.14,2.18
8/3/2022,10:18:10,14.14,2.17
8/3/2022,10:18:11,14.14,2.18
8/3/2022,10:18:12,14.14,2.15
8/3/2022,10:18:13,14.13,2.14
8/3/2022,10:18:14,14.13,2.15
8/3/2022,10:18:15,14.13,2.17
8/3/2022,10:18:16,14.13,2.16
8/3/2022,10:18:17,14.14,2.17
8/3/2022,10:18:18,14.14,2.2
8/3/2022,10:18:19,14.14,2.2
8/3/2022,10:18:20,14.14,2.2
8/3/2022,10:18:21,14.15,2.22
8/3/2022,10:18:22,14.15,2.22
8/3/2022,10:18:23,14.15,2.23
8/3/2022,10:18:24,14.15,2.22
8/3/2022,10:18:25,14.15,2.24
8/3/2022,10:18:26,14.15,2.23
8/3/2022,10:18:27,14.15,2.25
8/3/2022,10:18:28,14.15,2.26
8/3/2022,10:18:29,14.16,2.26
8/3/2022,10:18:30,14.16,2.23
8/3/2022,10:18:31,14.17,2.18
8/3/2022,10:18:32,14.17,2.19
8/3/2022,10:18:33,14.17,2.15
8/3/2022,10:18:34,14.18,2.15
8/3/2022,10:18:35,14.19,2.16
8/3/2022,10:18:36,14.18,2.12
8/3/2022,10:18:37,14.18,2.14
8/3/2022,10:18:38,14.18,2.14
8/3/2022,10:18:39,14.18,2.16
8/3/2022,10:18:40,14.17,2.14
8/3/2022,10:18:41,14.17,2.16
8/3/2022,10:18:42,14.17,2.14
8/3/2022,10:18:43,14.18,2.14
8/3/2022,10:18:44,14.17,2.14
8/3/2022,10:18:45,14.17,2.15
8/3/2022,10:18:46,14.19,2.17
8/3/2022,10:18:47,14.19,2.17
8/3/2022,10:18:48,14.19,2.16
8/3/2022,10:18:49,14.19,2.19
8/3/2022,10:18:50,14.19,2.18
8/3/2022,10:18:51,14.19,2.19
8/3/2022,10:18:52,14.18,2.18
8/3/2022,10:18:53,14.17,2.17
8/3/2022,10:18:54,14.17,2.15
8/3/2022,10:18:55,14.17,2.17
8/3/2022,10:18:56,14.17,2.17
8/3/2022,10:18:57,14.16,2.2
8/3/2022,10:18:58,14.16,2.2
8/3/2022,10:18:59,14.16,2.2
8/3/2022,10:19:00,14.17,2.16
8/3/2022,10:19:01,14.16,2.16
8/3/2022,10:19:02,14.15,2.17
8/3/2022,10:19:03,14.14,2.16
8/3/2022,10:19:04,14.15,2.17
8/3/2022,10:19:05,14.15,2.19
8/3/2022,10:19:06,14.15,2.2
8/3/2022,10:19:07,14.14,2.2
8/3/2022,10:19:08,14.14,2.21
8/3/2022,10:19:09,14.15,2.22
8/3/2022,10:19:10,14.14,2.22
8/3/2022,10:19:11,14.13,2.2
8/3/2022,10:19:12,14.14,2.19
8/3/2022,10:19:13,14.14,2.21
8/3/2022,10:19:14,14.14,2.22
8/3/2022,10:19:15,14.14,2.23
8/3/2022,10:19:16,14.15,2.23
8/3/2022,10:19:17,14.15,2.23
8/3/2022,10:19:18,14.15,2.22
8/3/2022,10:19:19,14.14,2.22
8/3/2022,10:19:20,14.15,2.19
8/3/2022,10:19:21,14.15,2.17
8/3/2022,10:19:22,14.15,2.19
8/3/2022,10:19:23,14.16,2.2
8/3/2022,10:19:24,14.14,2.17
8/3/2022,10:19:25,14.14,2.18
8/3/2022,10:19:26,14.13,2.17
8/3/2022,10:19:27,14.13,2.17
8/3/2022,10:19:28,14.13,2.17
8/3/2022,10:19:29,14.12,2.14
8/3/2022,10:19:30,14.12,2.18
8/3/2022,10:19:31,14.12,2.19
8/3/2022,10:19:32,14.12,2.19
8/3/2022,10:19:33,14.13,2.21
8/3/2022,10:19:34,14.12,2.25
8/3/2022,10:19:35,14.12,2.26
8/3/2022,10:19:36,14.12,2.27
8/3/2022,10:19:37,14.12,2.24
8/3/2022,10:19:38,14.1,2.23
8/3/2022,10:19:39,14.11,2.22
8/3/2022,10:19:40,14.11,2.21
8/3/2022,10:19:41,14.11,2.23
8/3/2022,10:19:42,14.12,2.22
8/3/2022,10:19:43,14.12,2.22
8/3/2022,10:19:44,14.12,2.2
8/3/2022,10:19:45,14.12,2.19
8/3/2022,10:19:46,14.13,2.18
8/3/2022,10:19:47,14.13,2.18
8/3/2022,10:19:48,14.13,2.14
8/3/2022,10:19:49,14.13,2.11
8/3/2022,10:19:50,14.13,2.09
8/3/2022,10:19:51,14.14,2.11
8/3/2022,10:19:52,14.13,2.12
8/3/2022,10:19:53,14.12,2.13
8/3/2022,10:19:54,14.13,2.13
8/3/2022,10:19:55,14.12,2.16
8/3/2022,10:19:56,14.12,2.16
8/3/2022,10:19:57,14.12,2.18
8/3/2022,10:19:58,14.12,2.17
8/3/2022,10:19:59,14.12,2.2
8/3/2022,10:20:00,14.1,2.21
8/3/2022,10:20:01,14.09,2.21
8/3/2022,10:20:02,14.09,2.22
8/3/2022,10:20:03,14.07,2.23
8/3/2022,10:20:04,14.08,2.24
8/3/2022,10:20:05,14.08,2.23
8/3/2022,10:20:06,14.08,2.2
8/3/2022,10:20:07,14.07,2.2
8/3/2022,10:20:08,14.08,2.2
8/3/2022,10:20:09,14.09,2.19
8/3/2022,10:20:10,14.08,2.17
8/3/2022,10:20:11,14.07,2.15
8/3/2022,10:20:12,14.08,2.16
8/3/2022,10:20:13,14.08,2.15
8/3/2022,10:20:14,14.08,2.15
8/3/2022,10:20:15,14.08,2.12
8/3/2022,10:20:16,14.08,2.13
8/3/2022,10:20:17,14.09,2.13
8/3/2022,10:20:18,14.1,2.13
8/3/2022,10:20:19,14.1,2.11
8/3/2022,10:20:20,14.1,2.12
8/3/2022,10:20:21,14.1,2.13
8/3/2022,10:20:22,14.1,2.13
8/3/2022,10:20:23,14.1,2.12
8/3/2022,10:20:24,14.11,2.13
8/3/2022,10:20:25,14.1,2.14
8/3/2022,10:20:26,14.1,2.15
8/3/2022,10:20:27,14.1,2.15
8/3/2022,10:20:28,14.09,2.14
8/3/2022,10:20:29,14.07,2.15
8/3/2022,10:20:30,14.07,2.15
8/3/2022,10:20:31,14.08,2.13
8/3/2022,10:20:32,14.08,2.12
8/3/2022,10:20:33,14.08,2.13
8/3/2022,10:20:34,14.08,2.14
8/3/2022,10:20:35,14.07,2.13
8/3/2022,10:20:36,14.06,2.12
8/3/2022,10:20:37,14.05,2.13
8/3/2022,10:20:38,14.05,2.13
8/3/2022,10:20:39,14.04,2.11
8/3/2022,10:20:40,14.04,2.09
8/3/2022,10:20:41,14.05,2.08
8/3/2022,10:20:42,14.05,2.1
8/3/2022,10:20:43,14.04,2.12
8/3/2022,10:20:44,14.04,2.12
8/3/2022,10:20:45,14.03,2.12
8/3/2022,10:20:46,14.03,2.14
8/3/2022,10:20:47,14.03,2.15
8/3/2022,10:20:48,14.03,2.16
8/3/2022,10:20:49,14.04,2.14
8/3/2022,10:20:50,14.04,2.13
8/3/2022,10:20:51,14.03,2.15
8/3/2022,10:20:52,14.02,2.15
8/3/2022,10:20:53,14.02,2.18
8/3/2022,10:20:54,14.01,2.18
8/3/2022,10:20:55,14.01,2.18
8/3/2022,10:20:56,14.02,2.19
8/3/2022,10:20:57,14.01,2.17
8/3/2022,10:20:58,14.01,2.16
8/3/2022,10:20:59,14,2.15
8/3/2022,10:21:00,13.99,2.15
8/3/2022,10:21:01,13.99,2.12
8/3/2022,10:21:02,13.99,2.13
8/3/2022,10:21:03,13.99,2.13
8/3/2022,10:21:04,13.99,2.15
8/3/2022,10:21:05,13.99,2.16
8/3/2022,10:21:06,13.99,2.16
8/3/2022,10:21:07,13.98,2.16
8/3/2022,10:21:08,13.97,2.16
8/3/2022,10:21:09,13.97,2.16
8/3/2022,10:21:10,13.97,2.17
8/3/2022,10:21:11,13.97,2.17
8/3/2022,10:21:12,13.98,2.15
8/3/2022,10:21:13,13.98,2.14
8/3/2022,10:21:14,13.98,2.14
8/3/2022,10:21:15,13.98,2.14
8/3/2022,10:21:16,13.98,2.13
8/3/2022,10:21:17,13.98,2.13
8/3/2022,10:21:18,13.99,2.11
8/3/2022,10:21:19,13.99,2.1
8/3/2022,10:21:20,13.99,2.1
8/3/2022,10:21:21,13.99,2.09
8/3/2022,10:21:22,13.98,2.09
8/3/2022,10:21:23,13.98,2.1
8/3/2022,10:21:24,13.98,2.09
8/3/2022,10:21:25,13.97,2.08
8/3/2022,10:21:26,13.97,2.09
8/3/2022,10:21:27,13.98,2.1
8/3/2022,10:21:28,13.99,2.12
8/3/2022,10:21:29,14,2.13
8/3/2022,10:21:30,14,2.13
8/3/2022,10:21:31,14,2.14
8/3/2022,10:21:32,14,2.14
8/3/2022,10:21:33,14.01,2.15
8/3/2022,10:21:34,14.02,2.15
8/3/2022,10:21:35,14.01,2.17
8/3/2022,10:21:36,14.03,2.17
8/3/2022,10:21:37,14.04,2.17
8/3/2022,10:21:38,14.03,2.15
8/3/2022,10:21:39,14.04,2.15
8/3/2022,10:21:40,14.04,2.15
8/3/2022,10:21:41,14.04,2.14
8/3/2022,10:21:42,14.05,2.14
8/3/2022,10:21:43,14.04,2.13
8/3/2022,10:21:44,14.04,2.13
8/3/2022,10:21:45,14.04,2.13
8/3/2022,10:21:46,14.03,2.13
8/3/2022,10:21:47,14.02,2.15
8/3/2022,10:21:48,14.01,2.14
8/3/2022,10:21:49,13.99,2.16
8/3/2022,10:21:50,13.98,2.13
8/3/2022,10:21:51,13.97,2.13
8/3/2022,10:21:52,13.95,2.15
8/3/2022,10:21:53,13.95,2.15
8/3/2022,10:21:54,13.94,2.18
8/3/2022,10:21:55,13.93,2.22
8/3/2022,10:21:56,13.92,2.22
8/3/2022,10:21:57,13.9,2.23
8/3/2022,10:21:58,13.9,2.23
8/3/2022,10:21:59,13.9,2.24
8/3/2022,10:22:00,13.9,2.23
8/3/2022,10:22:01,13.9,2.23
8/3/2022,10:22:02,13.9,2.23
8/3/2022,10:22:03,13.89,2.19
8/3/2022,10:22:04,13.89,2.19
8/3/2022,10:22:05,13.89,2.19
8/3/2022,10:22:06,13.89,2.18
8/3/2022,10:22:07,13.9,2.17
8/3/2022,10:22:08,13.89,2.15
8/3/2022,10:22:09,13.89,2.17
8/3/2022,10:22:10,13.9,2.16
8/3/2022,10:22:11,13.91,2.15
8/3/2022,10:22:12,13.91,2.16
8/3/2022,10:22:13,13.91,2.15
8/3/2022,10:22:14,13.91,2.15
8/3/2022,10:22:15,13.92,2.13
8/3/2022,10:22:16,13.92,2.14
8/3/2022,10:22:17,13.93,2.12
8/3/2022,10:22:18,13.93,2.12
8/3/2022,10:22:19,13.93,2.1
8/3/2022,10:22:20,13.92,2.1
8/3/2022,10:22:21,13.92,2.11
8/3/2022,10:22:22,13.92,2.11
8/3/2022,10:22:23,13.92,2.11
8/3/2022,10:22:24,13.92,2.1
8/3/2022,10:22:25,13.91,2.11
8/3/2022,10:22:26,13.91,2.12
8/3/2022,10:22:27,13.91,2.13
8/3/2022,10:22:28,13.92,2.13
8/3/2022,10:22:29,13.92,2.16
8/3/2022,10:22:30,13.91,2.19
8/3/2022,10:22:31,13.91,2.19
8/3/2022,10:22:32,13.9,2.2
8/3/2022,10:22:33,13.89,2.21
8/3/2022,10:22:34,13.89,2.25
8/3/2022,10:22:35,13.88,2.27
8/3/2022,10:22:36,13.88,2.27
8/3/2022,10:22:37,13.88,2.29
8/3/2022,10:22:38,13.88,2.31
8/3/2022,10:22:39,13.88,2.31
8/3/2022,10:22:40,13.88,2.32
8/3/2022,10:22:41,13.87,2.32
8/3/2022,10:22:42,13.87,2.3
8/3/2022,10:22:43,13.87,2.32
8/3/2022,10:22:44,13.87,2.31
8/3/2022,10:22:45,13.87,2.31
8/3/2022,10:22:46,13.87,2.34
8/3/2022,10:22:47,13.87,2.35
8/3/2022,10:22:48,13.86,2.36
8/3/2022,10:22:49,13.87,2.36
8/3/2022,10:22:50,13.86,2.35
8/3/2022,10:22:51,13.86,2.35
8/3/2022,10:22:52,13.87,2.35
8/3/2022,10:22:53,13.87,2.33
8/3/2022,10:22:54,13.87,2.34
8/3/2022,10:22:55,13.87,2.33
8/3/2022,10:22:56,13.87,2.33
8/3/2022,10:22:57,13.86,2.32
8/3/2022,10:22:58,13.86,2.35
8/3/2022,10:22:59,13.85,2.34
8/3/2022,10:23:00,13.84,2.35
8/3/2022,10:23:01,13.84,2.35
8/3/2022,10:23:02,13.83,2.35
8/3/2022,10:23:03,13.82,2.34
8/3/2022,10:23:04,13.81,2.35
8/3/2022,10:23:05,13.81,2.36
8/3/2022,10:23:06,13.8,2.37
8/3/2022,10:23:07,13.79,2.39
8/3/2022,10:23:08,13.78,2.41
8/3/2022,10:23:09,13.77,2.4
8/3/2022,10:23:10,13.76,2.45
8/3/2022,10:23:11,13.76,2.47
8/3/2022,10:23:12,13.75,2.5
8/3/2022,10:23:13,13.74,2.51
8/3/2022,10:23:14,13.73,2.54
8/3/2022,10:23:15,13.72,2.61
8/3/2022,10:23:16,13.71,2.6
8/3/2022,10:23:17,13.71,2.64
8/3/2022,10:23:18,13.7,2.7
8/3/2022,10:23:19,13.7,2.73
8/3/2022,10:23:20,13.69,2.81
8/3/2022,10:23:21,13.69,2.89
8/3/2022,10:23:22,13.68,3
8/3/2022,10:23:23,13.68,3.07
8/3/2022,10:23:24,13.67,3.18
8/3/2022,10:23:25,13.66,3.27
8/3/2022,10:23:26,13.66,3.39
8/3/2022,10:23:27,13.65,3.5
8/3/2022,10:23:28,13.65,3.62
8/3/2022,10:23:29,13.65,3.75
8/3/2022,10:23:30,13.64,3.88
8/3/2022,10:23:31,13.63,4.05
8/3/2022,10:23:32,13.62,4.22
8/3/2022,10:23:33,13.61,4.41
8/3/2022,10:23:34,13.6,4.59
8/3/2022,10:23:35,13.59,4.79
8/3/2022,10:23:36,13.58,5.06
8/3/2022,10:23:37,13.56,5.45
8/3/2022,10:23:38,13.54,5.93
8/3/2022,10:23:39,13.52,6.51
8/3/2022,10:23:40,13.48,7.3
8/3/2022,10:23:41,13.43,7.91
8/3/2022,10:23:42,13.39,8.57
8/3/2022,10:23:43,13.33,9.28
8/3/2022,10:23:44,13.28,9.97
8/3/2022,10:23:45,13.26,10.71
8/3/2022,10:23:46,13.18,11.36
8/3/2022,10:23:47,13.13,11.89
8/3/2022,10:23:48,13.11,12.41
8/3/2022,10:23:49,13.07,12.97
8/3/2022,10:23:50,12.99,13.48
8/3/2022,10:23:51,12.95,13.67
8/3/2022,10:23:52,12.92,13.97
8/3/2022,10:23:53,12.85,14.1
8/3/2022,10:23:54,12.79,13.99
8/3/2022,10:23:55,12.76,13.81
8/3/2022,10:23:56,12.68,13.67
8/3/2022,10:23:57,12.64,13.46
8/3/2022,10:23:58,12.62,13.2
8/3/2022,10:23:59,12.58,12.97
8/3/2022,10:24:00,12.56,211.43
8/3/2022,10:24:01,12.56,69.42
8/3/2022,10:24:02,12.55,8.04
8/3/2022,10:24:03,12.55,10.31
8/3/2022,10:24:04,12.55,10.06
8/3/2022,10:24:05,12.55,9.94
8/3/2022,10:24:06,12.54,9.81
8/3/2022,10:24:07,12.54,9.88
8/3/2022,10:24:08,12.53,9.68
8/3/2022,10:24:09,12.53,9.36
8/3/2022,10:24:10,12.53,9.09
8/3/2022,10:24:11,12.53,9.04
8/3/2022,10:24:12,12.54,8.9
8/3/2022,10:24:13,12.55,8.83
8/3/2022,10:24:14,12.57,8.78
8/3/2022,10:24:15,12.59,8.64
8/3/2022,10:24:16,12.61,8.61
8/3/2022,10:24:17,12.63,8.56
8/3/2022,10:24:18,12.64,8.42
8/3/2022,10:24:19,12.65,8.31
8/3/2022,10:24:20,12.66,8.1
8/3/2022,10:24:21,12.68,7.95
8/3/2022,10:24:22,12.7,7.85
8/3/2022,10:24:23,12.7,7.78
8/3/2022,10:24:24,12.71,7.72
8/3/2022,10:24:25,12.72,7.7
8/3/2022,10:24:26,12.73,7.64
8/3/2022,10:24:27,12.74,7.59
8/3/2022,10:24:28,12.75,7.47
8/3/2022,10:24:29,12.76,7.43
8/3/2022,10:24:30,12.77,7.4
8/3/2022,10:24:31,12.77,7.29
8/3/2022,10:24:32,12.77,7.2
8/3/2022,10:24:33,12.78,7.12
8/3/2022,10:24:34,12.78,7.02
8/3/2022,10:24:35,12.78,6.91
8/3/2022,10:24:36,12.79,6.88
8/3/2022,10:24:37,12.8,6.76
8/3/2022,10:24:38,12.8,6.73
8/3/2022,10:24:39,12.8,6.6
8/3/2022,10:24:40,12.81,6.5
8/3/2022,10:24:41,12.81,6.51
8/3/2022,10:24:42,12.81,6.39
8/3/2022,10:24:43,12.81,6.39
8/3/2022,10:24:44,12.81,6.34
8/3/2022,10:24:45,12.82,6.26
8/3/2022,10:24:46,12.83,6.18
8/3/2022,10:24:47,12.83,6.15
8/3/2022,10:24:48,12.83,6.19
8/3/2022,10:24:49,12.82,6.11
8/3/2022,10:24:50,12.82,6.1
8/3/2022,10:24:51,12.81,5.99
8/3/2022,10:24:52,12.82,5.95
8/3/2022,10:24:53,12.82,5.85
8/3/2022,10:24:54,12.82,5.8
8/3/2022,10:24:55,12.82,5.71
8/3/2022,10:24:56,12.81,5.63
8/3/2022,10:24:57,12.81,5.55
8/3/2022,10:24:58,12.82,5.49
8/3/2022,10:24:59,12.82,5.38
8/3/2022,10:25:00,12.82,5.33
8/3/2022,10:25:01,12.82,5.35
8/3/2022,10:25:02,12.82,5.31
8/3/2022,10:25:03,12.82,5.26
8/3/2022,10:25:04,12.82,5.24
8/3/2022,10:25:05,12.81,5.17
8/3/2022,10:25:06,12.8,5.16
8/3/2022,10:25:07,12.79,5.17
8/3/2022,10:25:08,12.79,5.14
8/3/2022,10:25:09,12.8,5.11
8/3/2022,10:25:10,12.81,5.05
8/3/2022,10:25:11,12.81,5.01
8/3/2022,10:25:12,12.81,4.96
8/3/2022,10:25:13,12.81,4.89
8/3/2022,10:25:14,12.81,4.86
8/3/2022,10:25:15,12.8,4.81
8/3/2022,10:25:16,12.8,4.69
8/3/2022,10:25:17,12.78,4.66
8/3/2022,10:25:18,12.77,4.66
8/3/2022,10:25:19,12.76,4.59
8/3/2022,10:25:20,12.75,4.51
8/3/2022,10:25:21,12.74,4.47
8/3/2022,10:25:22,12.74,4.35
8/3/2022,10:25:23,12.73,4.32
8/3/2022,10:25:24,12.73,4.27
8/3/2022,10:25:25,12.73,4.3
8/3/2022,10:25:26,12.72,4.28
8/3/2022,10:25:27,12.72,4.27
8/3/2022,10:25:28,12.7,4.26
8/3/2022,10:25:29,12.69,4.26
8/3/2022,10:25:30,12.68,4.26
8/3/2022,10:25:31,12.67,4.28
8/3/2022,10:25:32,12.65,4.24
8/3/2022,10:25:33,12.64,4.22
8/3/2022,10:25:34,12.63,4.25
8/3/2022,10:25:35,12.62,4.26
8/3/2022,10:25:36,12.61,4.25
8/3/2022,10:25:37,12.6,4.3
8/3/2022,10:25:38,12.59,4.32
8/3/2022,10:25:39,12.58,4.36
8/3/2022,10:25:40,12.56,4.35
8/3/2022,10:25:41,12.54,4.39
8/3/2022,10:25:42,12.52,4.43
8/3/2022,10:25:43,12.51,4.44
8/3/2022,10:25:44,12.49,4.46
8/3/2022,10:25:45,12.47,4.43
8/3/2022,10:25:46,12.45,4.46
8/3/2022,10:25:47,12.44,4.45
8/3/2022,10:25:48,12.43,4.45
8/3/2022,10:25:49,12.42,4.47
8/3/2022,10:25:50,12.41,4.49
8/3/2022,10:25:51,12.41,4.5
8/3/2022,10:25:52,12.4,4.5
8/3/2022,10:25:53,12.39,4.5
8/3/2022,10:25:54,12.38,4.48
8/3/2022,10:25:55,12.38,4.49
8/3/2022,10:25:56,12.37,4.5
8/3/2022,10:25:57,12.36,4.52
8/3/2022,10:25:58,12.36,4.56
8/3/2022,10:25:59,12.36,4.54
8/3/2022,10:26:00,12.35,4.64
8/3/2022,10:26:01,12.35,4.66
8/3/2022,10:26:02,12.34,4.72
